full_name;sex;birth_year;city;country;continent;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
Bedřich Smetana;Male;1824;Litomyšl;Czech Republic;Europe;Composer;Music;Arts;64;3662701;57230;26.718
François Rabelais;Male;1483;Chinon;France;Europe;Writer;Language;Humanities;57;4029890;70700;267.162
Gordian III;Male;225;Rome;Italy;Europe;Politician;Government;Institutions;48;834707;17390;267.153
Tintoretto;Male;1518;Venice;Italy;Europe;Painter;Fine Arts;Arts;56;2641146;47163;267.149
Esau;Male;-3500;Canaan;Israel;Asia;Religious Figure;Religion;Institutions;32;2334108;72941;267.133
George Sand;Female;1804;Paris;France;Europe;Writer;Language;Humanities;54;6164288;114153;267.128
Hipparchus;Male;-190;İznik;Turkey;Asia;Astronomer;Natural Sciences;Science & Technology;53;1692159;31928;267.117
Zhuangzi;Male;-369;Other;China;Asia;Philosopher;Philosophy;Humanities;40;2421817;60545;267.112
Juvenal;Male;100;Aquino;Italy;Europe;Writer;Language;Humanities;37;1520003;41081;267.066
Anders Celsius;Male;1701;Uppsala;Sweden;Europe;Astronomer;Natural Sciences;Science & Technology;63;2446828;38839;267.045
Sneferu;Male;-2600;Other;Unknown;Unknown;Politician;Government;Institutions;42;957249;22792;267.041
George Bush;Male;1946;New Haven;United States;North America;Politician;Government;Institutions;143;42866705;299767;266.982
Bartholomäus;Male;1;Iudaea;Palestine;Asia;Religious Figure;Religion;Institutions;63;2289464;36341;266.958
Hamilcar Barca;Male;-275;Tunis;Tunisia;Africa;Military Personnel;Military;Institutions;42;1025722;24422;266.955
David Ricardo;Male;1772;London;United Kingdom;Europe;Economist;Social Sciences;Science & Technology;52;5312044;102155;266.946
Brigitte Bardot;Female;1934;Paris;France;Europe;Actor;Film And Theatre;Arts;85;15437339;181616;266.902
Saint Cyril;Male;827;Thessaloniki;Greece;Europe;Religious Figure;Religion;Institutions;33;3569207;108158;266.893
Steven Spielberg;Male;1946;Cincinnati;United States;North America;Film Director;Film And Theatre;Arts;97;29240531;301449;266.854
Pope Benedict XVI;Male;1927;Marktl;Germany;Europe;Religious Figure;Religion;Institutions;123;30549543;248370;266.853
Albert Camus;Male;1913;Dréan;Algeria;Africa;Writer;Language;Humanities;95;18091886;190441;266.851
Dwight D. Eisenhower;Male;1890;Denison;United States;North America;Politician;Government;Institutions;99;19052830;192453;266.847
Arcadius;Male;370;Spain;Spain;Europe;Politician;Government;Institutions;54;809035;14982;266.838
Paul von Hindenburg;Male;1847;Poznań;Poland;Europe;Politician;Government;Institutions;58;6872885;118498;266.813
Federico García Lorca;Male;1898;Fuente Vaqueros;Spain;Europe;Writer;Language;Humanities;72;11508618;159842;266.803
Hor-Aha;Male;-3100;Other;Unknown;Unknown;Politician;Government;Institutions;45;457348;10163;266.791
Miyamoto Musashi;Male;1584;Other;Japan;Asia;Writer;Language;Humanities;37;8565550;231501;266.779
Huang Xian Fan;Male;1899;Fusui County;China;Asia;Politician;Government;Institutions;167;369726;2214;266.735
Belisarius;Male;500;Sapareva Banya;Bulgaria;Europe;Military Personnel;Military;Institutions;47;1567187;33344;266.726
Snorri Sturluson;Male;1179;Iceland;Iceland;Europe;Writer;Language;Humanities;53;1380290;26043;266.718
Rudyard Kipling;Male;1865;Mumbai;India;Asia;Writer;Language;Humanities;89;9676648;108726;266.693
Geoffrey Chaucer;Male;1343;London;United Kingdom;Europe;Writer;Language;Humanities;93;5729927;61612;266.692
Diodorus Siculus;Male;-90;Agira;Italy;Europe;Historian;History;Humanities;49;1230056;25103;266.687
Ashurbanipal;Male;-685;Other;Unknown;Unknown;Politician;Government;Institutions;47;1303017;27724;266.675
Caspar David Friedrich;Male;1774;Greifswald;Germany;Europe;Painter;Fine Arts;Arts;49;6453261;131699;266.657
Georges Bizet;Male;1838;Paris;France;Europe;Composer;Music;Arts;64;3807699;59495;266.605
Julius Nepos;Male;430;Other;Unknown;;Politician;Government;Institutions;50;900822;18016;266.603
Al-Farabi;Male;870;Otrar;Kazakhstan;Asia;Philosopher;Philosophy;Humanities;52;2870185;55196;266.569
Adolf Eichmann;Male;1906;Solingen;Germany;Europe;Military Personnel;Military;Institutions;57;11291586;198098;266.558
Saint Christopher;Male;200;Canaan;Israel;Asia;Religious Figure;Religion;Institutions;38;4382523;115330;266.543
Lucius Tarquinius Superbus;Male;-600;Rome;Italy;Europe;Politician;Government;Institutions;38;1374482;36171;266.539
Eusebius of Caesarea;Male;263;Palestine;Israel;Asia;Philosopher;Philosophy;Humanities;44;1251653;28447;266.482
William of Ockham;Male;1288;Ockham;United Kingdom;Europe;Philosopher;Philosophy;Humanities;55;2368088;43056;266.463
Saint Anne;Female;-100;Bethlehem;Palestine;Asia;Religious Figure;Religion;Institutions;52;2297429;44181;266.418
Saint Jude;Male;1;Galilee;Israel;Asia;Religious Figure;Religion;Institutions;51;4255504;83441;266.406
Sun Yat-sen;Male;1866;Guangzhou;China;Asia;Politician;Government;Institutions;90;7209089;80101;266.404
Cardinal Richelieu;Male;1585;Paris;France;Europe;Politician;Government;Institutions;63;4488256;71242;266.364
Lech Wałęsa;Male;1943;Popowo;Poland;Europe;Politician;Government;Institutions;135;5763821;42695;266.352
Henri de Toulouse-Lautrec;Male;1864;Albi;France;Europe;Painter;Fine Arts;Arts;63;7936343;125974;266.312
Theodore Roosevelt;Male;1858;New York;United States;North America;Politician;Government;Institutions;97;24189918;249381;26.63
Alexander Severus;Male;208;Akkar;Lebanon;Asia;Politician;Government;Institutions;50;1433285;28666;266.296
Erik the Red;Male;950;Other;Iceland;Europe;Explorer;Explorers;Exploration;47;2510710;53419;266.231
Georg Ohm;Male;1789;Erlangen;Germany;Europe;Physicist;Natural Sciences;Science & Technology;69;3154469;45717;26.622
Milan Kundera;Male;1929;Brno;Czech Republic;Europe;Writer;Language;Humanities;59;4912867;83269;266.181
Freddie Mercury;Male;1946;Stone Town;Tanzania;Africa;Musician;Music;Arts;75;56680942;755746;266.178
Ivan Pavlov;Male;1849;Ryazan;Russia;Europe;Biologist;Natural Sciences;Science & Technology;70;8262195;118031;26.613
J. M. W. Turner;Male;1775;Covent Garden;United Kingdom;Europe;Painter;Fine Arts;Arts;54;6107274;113098;266.119
Gustave Eiffel;Male;1832;Dijon;France;Europe;Engineer;Engineering;Science & Technology;64;5250505;82039;266.038
James Prescott Joule;Male;1818;Manchester;United Kingdom;Europe;Physicist;Natural Sciences;Science & Technology;83;2817073;33941;266.036
Manetho;Male;-300;Other;Egypt;Africa;Historian;History;Humanities;46;685489;14902;266.035
Pope Alexander VI;Male;1431;Xàtiva;Spain;Europe;Religious Figure;Religion;Institutions;61;10431672;171011;266.026
Federico Fellini;Male;1920;Rimini;Italy;Europe;Film Director;Film And Theatre;Arts;84;7312692;87056;266.013
Ringo Starr;Male;1940;Liverpool;United Kingdom;Europe;Musician;Music;Arts;72;19978182;277475;265.966
Theodosius II;Male;401;Istanbul;Turkey;Asia;Politician;Government;Institutions;52;887214;17062;26.595
Basil of Caesarea;Male;330;Kayseri;Turkey;Asia;Physician;Medicine;Science & Technology;52;1540917;29633;265.916
Servius Tullius;Male;-600;Other;Unknown;Unknown;Politician;Government;Institutions;38;958496;25224;265.897
Amedeo Modigliani;Male;1884;Livorno;Italy;Europe;Painter;Fine Arts;Arts;59;6558272;111157;265.891
Osman I;Male;1258;Söğüt;Turkey;Asia;Politician;Government;Institutions;61;2630493;43123;265.885
Hayao Miyazaki;Male;1941;Bunkyō;Japan;Asia;Film Director;Film And Theatre;Arts;56;23187514;414063;265.825
Joan Miró;Male;1893;Barcelona;Spain;Europe;Painter;Fine Arts;Arts;54;8954538;165825;265.764
Guglielmo Marconi;Male;1874;Bologna;Italy;Europe;Inventor;Invention;Science & Technology;84;6016312;71623;265.764
Sylvester Stallone;Male;1946;New York;United States;North America;Actor;Film And Theatre;Arts;74;43805205;591962;265.745
Ho Chi Minh;Male;1890;Nghe An Province;Vietnam;Asia;Politician;Government;Institutions;87;13635603;156731;26.574
Piero della Francesca;Male;1415;Tuscany;Italy;Europe;Painter;Fine Arts;Arts;41;2712526;66159;265.739
Aisha bint Abu Bakr;Female;613;Mecca;Saudi Arabia;Asia;Companion;Companions;Public Figure;51;4288314;84085;265.738
Anthony the Great;Male;251;Bani Sweif;Egypt;Africa;Religious Figure;Religion;Institutions;50;2816838;56337;265.717
Helena of Constantinople;Female;240;Trapani;Italy;Europe;Companion;Companions;Public Figure;50;841011;16820;265.696
Germanicus;Male;-15;Rome;Italy;Europe;Military Personnel;Military;Institutions;40;1451017;36275;265.681
Rainer Maria Rilke;Male;1875;Prague;Czech Republic;Europe;Writer;Language;Humanities;58;5317446;91680;26.568
Joshua;Male;-1550;Other;Egypt;Africa;Religious Figure;Religion;Institutions;41;3819284;93153;265.633
Grigori Rasputin;Male;1869;Pokrovskoye;Russia;Europe;Public Worker;Government;Institutions;61;17481595;286584;265.615
Robert Boyle;Male;1627;Lismore;Ireland;Europe;Chemist;Natural Sciences;Science & Technology;69;4517660;65473;265.609
Henry III of France;Male;1551;Paris;France;Europe;Politician;Government;Institutions;57;3488704;61205;265.603
Anacreon;Male;-570;Teos;Turkey;Asia;Writer;Language;Humanities;36;920518;25570;265.579
Nimrod;Male;-3500;Other;Unknown;Unknown;Religious Figure;Religion;Institutions;38;3573828;94048;265.561
Anton Bruckner;Male;1824;Ansfelden;Austria;Europe;Composer;Music;Arts;61;2525175;41396;265.544
François Villon;Male;1431;Paris;France;Europe;Writer;Language;Humanities;46;2196210;47744;265.538
Sargon of Akkad;Male;-2360;Azupiranu;Iraq;Asia;Politician;Government;Institutions;46;2144427;46618;265.535
Murasaki Shikibu;Female;973;Kyoto;Japan;Asia;Writer;Language;Humanities;61;2143931;35146;265.521
Heraclius;Male;575;Cappadocia;Turkey;Asia;Politician;Government;Institutions;57;1657074;29071;265.511
Lucius Verus;Male;130;Rome;Italy;Europe;Politician;Government;Institutions;46;1220079;26523;265.485
Henry IV of France;Male;1553;Pau;France;Europe;Politician;Government;Institutions;61;8348992;136869;265.453
Fra Angelico;Male;1395;Vicchio;Italy;Europe;Artist;Fine Arts;Arts;50;2468671;49373;26.545
James Dean;Male;1931;Marion;United States;North America;Actor;Film And Theatre;Arts;62;21035842;339288;265.427
Harun al-Rashid;Male;763;Tehran;Iran;Asia;Politician;Government;Institutions;57;2527277;44338;265.385
Diego Velázquez;Male;1599;Seville;Spain;Europe;Artist;Fine Arts;Arts;103;11020592;106996;265.344
André Gide;Male;1869;Paris;France;Europe;Writer;Language;Humanities;66;3180011;48182;265.286
Sarah Bernhardt;Female;1844;Paris;France;Europe;Actor;Film And Theatre;Arts;112;3431777;30641;265.274
Merneptah;Male;-1270;Other;Unknown;Unknown;Politician;Government;Institutions;33;792003;24000;265.229
Comenius;Male;1592;Moravia;Czech Republic;Europe;Philosopher;Philosophy;Humanities;46;3332598;72448;265.205
Augusto Pinochet;Male;1915;Valparaíso;Chile;South America;Politician;Government;Institutions;76;9359759;123155;265.202
Paul Verlaine;Male;1844;Metz;France;Europe;Writer;Language;Humanities;56;5480148;97860;265.156
Helen Keller;Female;1880;Tuscumbia;United States;North America;Social Activist;Activism;Public Figure;77;18308961;237779;265.109
Flavius Aëtius;Male;396;Silistra;Bulgaria;Europe;Military Personnel;Military;Institutions;43;1055477;24546;265.091
Cambyses II of Persia;Male;-600;Other;Unknown;;Politician;Government;Institutions;47;922492;19627;265.062
Jean Sibelius;Male;1865;Hämeenlinna;Finland;Europe;Composer;Music;Arts;66;3382227;51246;265.038
Gustave Flaubert;Male;1821;Rouen;France;Europe;Writer;Language;Humanities;68;6467167;95105;265.036
Albert Schweitzer;Male;1875;Kaysersberg;France;Europe;Physician;Medicine;Science & Technology;62;5818033;93839;264.989
Alfred the Great;Male;849;Oxfordshire;United Kingdom;Europe;Politician;Government;Institutions;59;4131426;70024;264.981
Bartolomeu Dias;Male;1451;Algarve;Portugal;Europe;Explorer;Explorers;Exploration;57;3723102;65318;264.978
Karl Dönitz;Male;1891;Berlin;Germany;Europe;Politician;Government;Institutions;55;6584658;119721;264.972
Antisthenes;Male;-445;Athens;Greece;Europe;Philosopher;Philosophy;Humanities;44;844666;19197;264.953
Epaminondas;Male;-410;Thebes;Greece;Europe;Politician;Government;Institutions;34;967593;28459;26.495
Otto I, Holy Roman Emperor;Male;912;Wallhausen;Germany;Europe;Politician;Government;Institutions;55;1086829;19761;264.945
Giorgione;Male;1470;Castelfranco Veneto;Italy;Europe;Painter;Fine Arts;Arts;46;1912608;41578;264.931
Marcel Duchamp;Male;1887;Blainville-Crevon;France;Europe;Artist;Fine Arts;Arts;50;8625581;172512;264.919
Lady Godiva;Female;980;Coventry;United Kingdom;Europe;Social Activist;Activism;Public Figure;41;5298269;129226;264.919
Gustave Courbet;Male;1819;Ornans;France;Europe;Painter;Fine Arts;Arts;50;5855709;117114;26.49
Sean Connery;Male;1930;Fountainbridge;United Kingdom;Europe;Actor;Film And Theatre;Arts;80;24725280;309066;264.882
Pierre-Simon Laplace;Male;1749;Beaumont-en-Auge;France;Europe;Mathematician;Math;Science & Technology;68;3135829;46115;264.783
Warren Buffett;Male;1930;Omaha;United States;North America;Businessperson;Business;Business & Law;65;28105827;432397;264.776
Knut Hamsun;Male;1859;Lom;Norway;Europe;Writer;Language;Humanities;73;2685510;36788;264.766
Miles Davis;Male;1926;St. Louis;United States;North America;Musician;Music;Arts;60;11190861;186514;264.766
Nicolas Poussin;Male;1594;Les Andelys;France;Europe;Painter;Fine Arts;Arts;60;2594971;43250;264.761
Erich Fromm;Male;1900;Frankfurt;Germany;Europe;Psychologist;Social Sciences;Science & Technology;53;5234284;98760;264.744
Tina Turner;Female;1939;Nutbush;United States;North America;Singer;Music;Arts;55;17937526;326137;264.713
Pieter Brueghel the Elder;Male;1525;Son en Breugel;Netherlands;Europe;Painter;Fine Arts;Arts;70;4235421;60506;264.699
Peisistratos;Male;-600;Athens;Greece;Europe;Politician;Government;Institutions;32;1099719;34366;26.468
Jacques Offenbach;Male;1819;Cologne;Germany;Europe;Composer;Music;Arts;71;2493602;35121;26.467
Jimmy Carter;Male;1924;Plains;United States;North America;Politician;Government;Institutions;104;20970951;201644;264.648
Edward VI of England;Male;1537;Middlesex;United Kingdom;Europe;Politician;Government;Institutions;60;9258916;154315;264.643
Philip the Arab;Male;204;Shahba;Syria;Asia;Nobleman;Government;Institutions;50;1159533;23191;26.461
Anicius Manlius Severinus Boethius;Male;480;Rome;Italy;Europe;Philosopher;Philosophy;Humanities;53;1586223;29929;264.591
Toyotomi Hideyoshi;Male;1537;Nagoya;Japan;Asia;Politician;Government;Institutions;42;9925391;236319;264.573
Claudius II;Male;213;Syrmia;Serbia;Europe;Politician;Government;Institutions;48;714668;14889;264.543
Pope Urban II;Male;1035;Lagery;France;Europe;Religious Figure;Religion;Institutions;65;2021722;31103;264.536
Catiline;Male;-108;Rome;Italy;Europe;Politician;Government;Institutions;35;1421471;40613;264.465
Franz Joseph I of Austria;Male;1830;Vienna;Austria;Europe;Politician;Government;Institutions;53;6287144;118625;264.459
John Milton;Male;1608;Cheapside;United Kingdom;Europe;Writer;Language;Humanities;64;5667212;88550;264.445
Lady Jane Grey;Female;1537;Leicestershire;United Kingdom;Europe;Nobleman;Government;Institutions;51;7771087;152374;264.382
Yasser Arafat;Male;1929;Cairo;Egypt;Africa;Politician;Government;Institutions;94;10754953;114414;264.376
Henry Dunant;Male;1828;Geneva;Switzerland;Europe;Social Activist;Activism;Public Figure;67;2504758;37384;264.338
Leone Battista Alberti;Male;1404;Genoa;Italy;Europe;Architect;Design;Arts;43;2793014;64954;264.331
Alexander IV of Macedon;Male;-323;Other;Unknown;Unknown;Politician;Government;Institutions;35;1017791;29080;264.292
Manco Capac;Male;-3500;Other;Unknown;Unknown;Politician;Government;Institutions;30;1443259;48109;264.292
Walter Scott;Male;1771;Edinburgh;United Kingdom;Europe;Writer;Language;Humanities;64;4165043;65079;264.268
Philip II of France;Male;1165;Paris;France;Europe;Politician;Government;Institutions;56;2615867;46712;26.418
George H. W. Bush;Male;1924;Boston;United States;North America;Politician;Government;Institutions;109;21361900;195981;264.172
Didius Julianus;Male;137;Milan;Italy;Europe;Politician;Government;Institutions;53;1071432;20216;264.135
William Faulkner;Male;1897;New Albany;United States;North America;Writer;Language;Humanities;77;7509739;97529;264.126
Eva Braun;Female;1912;Munich;Germany;Europe;Companion;Companions;Public Figure;63;12507571;198533;264.095
Wassily Kandinsky;Male;1866;Moscow;Russia;Europe;Artist;Fine Arts;Arts;56;10503557;187564;264.085
Menes;Male;-3500;Other;Unknown;Unknown;Politician;Government;Institutions;42;1186783;28257;264.066
Jacques Cartier;Male;1491;Saint-Malo;France;Europe;Explorer;Explorers;Exploration;106;4518119;42624;264.038
Nagarjuna;Male;150;Other;India;Asia;Philosopher;Philosophy;Humanities;50;1758764;35175;264.005
Ibn Battuta;Male;1304;Tangier;Morocco;Africa;Explorer;Explorers;Exploration;84;4716698;56151;264.002
Pope Silvester I;Male;300;Rome;Italy;Europe;Religious Figure;Religion;Institutions;66;1078846;16346;263.998
Ammianus Marcellinus;Male;320;Antioch;Turkey;Asia;Writer;Language;Humanities;48;677989;14125;263.993
Sallust;Male;-86;Amiternum;Italy;Europe;Historian;History;Humanities;41;1318660;32162;263.943
Al-Ghazali;Male;1058;Tous;Iran;Asia;Philosopher;Philosophy;Humanities;78;2570412;32954;263.939
Zhang Fei;Male;168;Zhuozhou;China;Asia;Military Personnel;Military;Institutions;26;2351392;90438;263.918
Philo;Male;-20;Alexandria;Egypt;Africa;Philosopher;Philosophy;Humanities;43;1466039;34094;263.902
Diophantus;Male;200;Alexandria;Egypt;Africa;Mathematician;Math;Science & Technology;46;1245232;27070;263.902
Béla Bartók;Male;1881;Sânnicolau Mare;Romania;Europe;Composer;Music;Arts;62;4455558;71864;26.39
Anthony of Padua;Male;1195;Lisbon;Portugal;Europe;Physician;Medicine;Science & Technology;47;5882249;125154;263.888
Catherine of Alexandria;Female;287;Alexandria;Egypt;Africa;Religious Figure;Religion;Institutions;46;2404843;52279;263.865
H. P. Lovecraft;Male;1890;Providence;United States;North America;Writer;Language;Humanities;62;11855235;191213;263.853
Joseph of Arimathea;Male;-50;Other;Unknown;Unknown;Religious Figure;Religion;Institutions;30;1813153;60438;263.826
Sophia Loren;Female;1934;Rome;Italy;Europe;Actor;Film And Theatre;Arts;70;14288949;204128;263.822
Tullus Hostilius;Male;-700;Other;Unknown;Unknown;Politician;Government;Institutions;36;601447;16707;263.811
John the Evangelist;Male;15;Jerusalem;Israel;Asia;Writer;Language;Humanities;28;2209312;78904;263.811
Nicholas of Cusa;Male;1401;Bernkastel-Kues;Germany;Europe;Mathematician;Math;Science & Technology;43;1579368;36729;263.781
Antonio Salieri;Male;1750;Legnago;Italy;Europe;Composer;Music;Arts;52;4543173;87369;263.772
Abu Nuwas;Male;756;Ahvaz;Iran;Asia;Writer;Language;Humanities;82;1198671;14618;263.765
Agrippina the Younger;Female;15;Cologne;Germany;Europe;Politician;Government;Institutions;34;1768082;52002;263.754
Octave Mirbeau;Male;1848;Trévières;France;Europe;Writer;Language;Humanities;117;822518;7030;263.727
Julian the Apostate;Male;330;Istanbul;Turkey;Asia;Politician;Government;Institutions;52;1802103;34656;263.726
Madame de Pompadour;Female;1721;Paris;France;Europe;Companion;Companions;Public Figure;42;5346389;127295;263.707
Valentinian I;Male;321;Vinkovci;Croatia;Europe;Politician;Government;Institutions;49;918134;18737;263.632
Ptolemy II Philadelphus;Male;-309;Alexandria;Egypt;Africa;Politician;Government;Institutions;41;712294;17373;263.591
Carus;Male;230;Narbonne;France;Europe;Politician;Government;Institutions;43;673730;15668;263.569
Carinus;Male;230;Dalmatia;Croatia;Europe;Politician;Government;Institutions;41;564592;13771;263.558
Menkaura;Male;-2550;Other;Unknown;Unknown;Politician;Government;Institutions;38;762775;20073;263.544
Giuseppe Arcimboldo;Male;1527;Milan;Italy;Europe;Artist;Fine Arts;Arts;50;3939267;78785;263.532
Jean Racine;Male;1639;La Ferté-Milon;France;Europe;Writer;Language;Humanities;58;3805796;65617;263.529
Kofi Annan;Male;1938;Kumasi;Ghana;Africa;Diplomat;Government;Institutions;104;6811032;65491;263.496
Alvar Aalto;Male;1898;Kuortane;Finland;Europe;Architect;Design;Arts;62;3289004;53048;263.485
Bill Gates;Male;1955;Seattle;United States;North America;Businessperson;Business;Business & Law;123;54216010;440781;263.477
Thutmose I;Male;-1500;Other;Unknown;Unknown;Politician;Government;Institutions;39;734919;18844;26.347
Jean-Baptiste Lamarck;Male;1744;Bazentin;France;Europe;Biologist;Natural Sciences;Science & Technology;62;5545254;89440;263.465
Janis Joplin;Female;1943;Port Arthur;United States;North America;Singer;Music;Arts;57;21526881;377665;263.454
Antoine de Saint-Exupéry;Male;1900;Lyon;France;Europe;Writer;Language;Humanities;76;9899518;130257;263.445
Ivan Turgenev;Male;1818;Oryol;Russia;Europe;Writer;Language;Humanities;69;2058076;29827;263.423
Bernhard Riemann;Male;1826;Jameln;Germany;Europe;Mathematician;Math;Science & Technology;71;2164863;30491;263.409
Charles Bukowski;Male;1920;Andernach;Germany;Europe;Writer;Language;Humanities;51;14004451;274597;263.407
Georg Philipp Telemann;Male;1681;Magdeburg;Germany;Europe;Composer;Music;Arts;55;2039138;37075;263.403
Wu Zetian;Female;625;Guangyuan;China;Asia;Politician;Government;Institutions;31;3782284;122009;263.392
Batu Khan;Male;1207;Mongolia;Mongolia;Asia;Politician;Government;Institutions;47;1539071;32746;263.364
Paul Klee;Male;1879;Münchenbuchsee;Switzerland;Europe;Painter;Fine Arts;Arts;52;6967247;133986;263.362
Guy de Maupassant;Male;1850;Tourville-sur-Arques;France;Europe;Writer;Language;Humanities;69;10963658;158894;263.343
Themistocles;Male;-525;Athens;Greece;Europe;Military Personnel;Military;Institutions;47;2258163;48046;263.333
Erich Maria Remarque;Male;1898;Osnabrück;Germany;Europe;Writer;Language;Humanities;68;3654359;53741;263.302
Dio Cassius;Male;155;İznik;Turkey;Asia;Historian;History;Humanities;41;1023415;24961;263.279
Louis XVIII of France;Male;1755;Paris;France;Europe;Politician;Government;Institutions;57;3946982;69245;26.327
Martin of Tours;Male;316;Savaria;Hungary;Europe;Religious Figure;Religion;Institutions;56;2777619;49600;263.256
Bernard Montgomery, 1st Viscount Montgomery of Alamein;Male;1887;Kennington;United Kingdom;Europe;Military Personnel;Military;Institutions;51;1965909;38547;263.249
Valens;Male;328;Vinkovci;Croatia;Europe;Politician;Government;Institutions;47;829825;17656;263.236
Malcolm X;Male;1925;Omaha;United States;North America;Social Activist;Activism;Public Figure;70;25768520;368122;263.226
Anthony Hopkins;Male;1937;Margam;United Kingdom;Europe;Actor;Film And Theatre;Arts;65;16055086;247001;263.167
Rudolf Hess;Male;1894;Alexandria;Egypt;Africa;Politician;Government;Institutions;57;8961742;157224;263.154
Paolo Veronese;Male;1528;Verona;Italy;Europe;Painter;Fine Arts;Arts;51;1682900;32998;263.141
Caesarion;Male;-47;Other;Egypt;Africa;Politician;Government;Institutions;40;2012987;50325;26.314
Cato the Younger;Male;-95;Rome;Italy;Europe;Politician;Government;Institutions;38;1705567;44883;263.131
Anatole France;Male;1844;Paris;France;Europe;Writer;Language;Humanities;70;2192222;31317;263.123
Gaozu of Han;Male;-255;Pei County;China;Asia;Politician;Government;Institutions;29;2544633;87746;263.039
Diogenes Apolloniates;Male;-450;Sozopol;Bulgaria;Europe;Philosopher;Philosophy;Humanities;33;362688;10991;263.012
Piet Mondrian;Male;1872;Amersfoort;Netherlands;Europe;Painter;Fine Arts;Arts;52;9625053;185097;263.012
Francis I of France;Male;1494;Cognac;France;Europe;Politician;Government;Institutions;56;5965458;106526;263.004
Frank Zappa;Male;1940;Baltimore;United States;North America;Musician;Music;Arts;56;14976422;267436;262.929
Nasreddin;Male;1208;Konya;Turkey;Asia;Philosopher;Philosophy;Humanities;48;2832489;59010;26.291
Shennong;Male;-3000;Other;Unknown;Unknown;Politician;Government;Institutions;27;970863;35958;262.904
Irenaeus;Male;130;Smyrna;Turkey;Asia;Religious Figure;Religion;Institutions;43;1713077;39839;262.883
Uthman ibn Affan;Male;579;Mecca;Saudi Arabia;Asia;Politician;Government;Institutions;56;2739214;48915;262.872
Reinhard Heydrich;Male;1904;Halle;Germany;Europe;Politician;Government;Institutions;49;8153039;166389;262.872
John Wayne;Male;1907;Winterset;United States;North America;Actor;Film And Theatre;Arts;75;19285086;257134;26.286
Pyrrho;Male;-360;Elis;Greece;Europe;Philosopher;Philosophy;Humanities;38;762709;20071;262.857
Mikhail Bakunin;Male;1814;Torzhok;Russia;Europe;Philosopher;Philosophy;Humanities;71;3164869;44576;262.843
Emily Brontë;Female;1818;Thornton, West Yorkshire;United Kingdom;Europe;Writer;Language;Humanities;62;4588638;74010;262.814
Milton Friedman;Male;1912;New York;United States;North America;Economist;Social Sciences;Science & Technology;65;9214120;141756;26.28
Trebonianus Gallus;Male;206;Perugia;Italy;Europe;Politician;Government;Institutions;49;558827;11405;262.764
Woodrow Wilson;Male;1856;Staunton city;United States;North America;Politician;Government;Institutions;93;14363195;154443;262.752
Clement of Alexandria;Male;150;Athens;Greece;Europe;Philosopher;Philosophy;Humanities;41;1187054;28953;262.738
Bill Clinton;Male;1946;Hope;United States;North America;Politician;Government;Institutions;118;31143787;263930;26.273
Thomas the Apostle;Male;100;Galilee;Israel;Asia;Religious Figure;Religion;Institutions;57;2943946;51648;262.727
Abraham Maslow;Male;1908;New York;United States;North America;Psychologist;Social Sciences;Science & Technology;44;9361205;212755;262.725
Jacques Chirac;Male;1932;Paris;France;Europe;Politician;Government;Institutions;96;6808856;70926;262.714
Edmund Husserl;Male;1859;Prostějov;Czech Republic;Europe;Philosopher;Philosophy;Humanities;50;3314356;66287;26.27
Joseph Conrad;Male;1857;Berdychiv;Ukraine;Europe;Writer;Language;Humanities;61;5300204;86889;262.674
Pepi II Neferkare;Male;-2284;Other;Unknown;Unknown;Politician;Government;Institutions;42;620077;14764;262.656
Rudolf Diesel;Male;1858;Paris;France;Europe;Inventor;Invention;Science & Technology;66;3003248;45504;262.642
Domenico Scarlatti;Male;1685;Naples;Italy;Europe;Composer;Music;Arts;52;1977649;38032;262.628
Ennio Morricone;Male;1928;Rome;Italy;Europe;Composer;Music;Arts;54;7516230;139189;262.621
Polykleitos;Male;-500;Argos;Greece;Europe;Sculptor;Fine Arts;Arts;31;1205874;38899;262.605
Bathsheba;Female;-3500;Other;Unknown;Unknown;Companion;Companions;Public Figure;30;2403788;80126;262.581
Akihito;Male;1933;Tokyo;Japan;Asia;Nobleman;Government;Institutions;77;11188348;145303;262.567
Merowig;Male;400;Other;Unknown;Unknown;Politician;Government;Institutions;36;868555;24127;262.561
Antonio Stradivari;Male;1644;Cremona;Italy;Europe;Designer;Design;Arts;44;4059704;92266;262.561
Yuri Andropov;Male;1914;Stavropol;Russia;Europe;Politician;Government;Institutions;68;3687803;54232;262.527
Seleucus I Nicator;Male;-358;Orestis (region);Greece;Europe;Military Personnel;Military;Institutions;43;1094069;25443;262.523
Wilhelm Keitel;Male;1882;Brunswick;Germany;Europe;Military Personnel;Military;Institutions;50;4642013;92840;262.496
Elagabalus;Male;203;Rome;Italy;Europe;Politician;Government;Institutions;54;2579715;47773;262.491
Ancus Marcius;Male;-700;Rome;Italy;Europe;Politician;Government;Institutions;34;603418;17748;262.491
Lysippos;Male;-400;Sicyon;Greece;Europe;Sculptor;Fine Arts;Arts;33;777728;23568;262.478
Leif Ericson;Male;970;Other;Iceland;Europe;Explorer;Explorers;Exploration;70;4615953;65942;262.478
Quintillus;Male;220;Sirmium;Serbia;Europe;Politician;Government;Institutions;42;524542;12489;262.469
